dia,n,media_movel_7d,incompleto
2025-03-27,185.0,195.42857142857142,False
2025-03-28,225.0,191.71428571428572,False
2025-03-29,208.0,185.14285714285714,False
2025-03-30,199.0,188.71428571428572,False
2025-03-31,173.0,185.28571428571428,False
2025-04-01,138.0,187.0,False
2025-04-02,193.0,188.28571428571428,False
2025-04-03,161.0,187.71428571428572,False
2025-04-04,237.0,189.71428571428572,False
2025-04-05,217.0,192.42857142857142,False
2025-04-06,195.0,190.14285714285714,False
2025-04-07,187.0,189.71428571428572,False
2025-04-08,157.0,187.42857142857142,False
2025-04-09,177.0,188.85714285714286,False
2025-04-10,158.0,193.42857142857142,False
2025-04-11,221.0,192.85714285714286,False
2025-04-12,227.0,195.0,False
2025-04-13,227.0,200.28571428571428,False
2025-04-14,183.0,212.85714285714286,False
2025-04-15,172.0,212.0,False
2025-04-16,214.0,206.71428571428572,False
2025-04-17,246.0,202.85714285714286,False
2025-04-18,215.0,212.0,False
2025-04-19,190.0,212.85714285714286,False
2025-04-20,200.0,204.0,False
2025-04-21,247.0,193.28571428571428,False
2025-04-22,178.0,189.28571428571428,False
2025-04-23,152.0,189.0,False
2025-04-24,171.0,188.71428571428572,False
2025-04-25,187.0,177.71428571428572,False
2025-04-26,188.0,176.28571428571428,False
2025-04-27,198.0,184.85714285714286,False
2025-04-28,170.0,185.42857142857142,False
2025-04-29,168.0,186.71428571428572,False
2025-04-30,212.0,184.85714285714286,False
2025-05-01,175.0,182.71428571428572,False
2025-05-02,196.0,186.28571428571428,False
2025-05-03,175.0,184.28571428571428,False
2025-05-04,183.0,178.0,False
2025-05-05,195.0,175.85714285714286,False
2025-05-06,154.0,181.42857142857142,False
2025-05-07,168.0,194.14285714285714,False
2025-05-08,160.0,201.85714285714286,False
2025-05-09,235.0,205.0,False
2025-05-10,264.0,207.42857142857142,False
2025-05-11,237.0,208.28571428571428,False
2025-05-12,217.0,210.85714285714286,False
2025-05-13,171.0,206.14285714285714,False
2025-05-14,174.0,202.85714285714286,False
2025-05-15,178.0,201.42857142857142,False
2025-05-16,202.0,200.28571428571428,False
2025-05-17,241.0,201.28571428571428,False
2025-05-18,227.0,202.57142857142858,False
2025-05-19,209.0,202.42857142857142,False
2025-05-20,178.0,203.85714285714286,False
2025-05-21,183.0,200.57142857142858,False
2025-05-22,177.0,196.14285714285714,False
2025-05-23,212.0,196.57142857142858,False
2025-05-24,218.0,194.57142857142858,False
2025-05-25,196.0,195.28571428571428,False
2025-05-26,212.0,192.28571428571428,False
2025-05-27,164.0,192.57142857142858,False
2025-05-28,188.0,195.28571428571428,False
2025-05-29,156.0,199.42857142857142,False
2025-05-30,214.0,195.28571428571428,False
2025-05-31,237.0,197.57142857142858,False
2025-06-01,225.0,201.0,False
2025-06-02,183.0,205.28571428571428,False
2025-06-03,180.0,208.85714285714286,False
2025-06-04,212.0,210.0,False
2025-06-05,186.0,213.0,False
2025-06-06,239.0,218.0,False
2025-06-07,245.0,215.42857142857142,False
2025-06-08,246.0,213.57142857142858,False
2025-06-09,218.0,216.71428571428572,False
2025-06-10,162.0,214.85714285714286,False
2025-06-11,199.0,206.85714285714286,False
2025-06-12,208.0,197.71428571428572,False
2025-06-13,226.0,193.14285714285714,False
2025-06-14,189.0,197.57142857142858,False
2025-06-15,182.0,198.57142857142858,False
2025-06-16,186.0,197.85714285714286,False
2025-06-17,193.0,192.42857142857142,False
2025-06-18,206.0,190.85714285714286,False
2025-06-19,203.0,196.57142857142858,False
2025-06-20,188.0,200.14285714285714,False
2025-06-21,178.0,200.42857142857142,False
2025-06-22,222.0,194.57142857142858,False
2025-06-23,211.0,195.14285714285714,False
2025-06-24,195.0,199.85714285714286,False
2025-06-25,165.0,204.14285714285714,False
2025-06-26,207.0,202.71428571428572,False
2025-06-27,221.0,205.0,False
2025-06-28,208.0,203.0,False
2025-06-29,212.0,204.14285714285714,False
2025-06-30,227.0,200.0,False
2025-07-01,181.0,203.0,False
2025-07-02,173.0,209.28571428571428,False
2025-07-03,178.0,210.14285714285714,False
2025-07-04,242.0,206.71428571428572,False
2025-07-05,252.0,209.28571428571428,False
2025-07-06,218.0,212.14285714285714,False
2025-07-07,203.0,214.57142857142858,False
2025-07-08,199.0,208.57142857142858,False
2025-07-09,193.0,203.42857142857142,False
2025-07-10,195.0,202.71428571428572,False
2025-07-11,200.0,202.14285714285714,False
2025-07-12,216.0,201.71428571428572,False
2025-07-13,213.0,198.85714285714286,False
2025-07-14,199.0,193.85714285714286,False
2025-07-15,196.0,196.14285714285714,False
2025-07-16,173.0,201.42857142857142,False
2025-07-17,160.0,201.57142857142858,False
2025-07-18,216.0,200.42857142857142,False
2025-07-19,253.0,202.0,False
2025-07-20,214.0,201.85714285714286,False
2025-07-21,191.0,205.28571428571428,False
2025-07-22,207.0,209.14285714285714,False
2025-07-23,172.0,203.0,False
2025-07-24,184.0,207.42857142857142,False
2025-07-25,243.0,209.42857142857142,False
2025-07-26,210.0,202.0,False
2025-07-27,245.0,201.85714285714286,False
2025-07-28,205.0,201.42857142857142,False
2025-07-29,155.0,199.85714285714286,False
2025-07-30,171.0,202.14285714285714,False
2025-07-31,181.0,198.71428571428572,False
2025-08-01,232.0,197.42857142857142,False
2025-08-02,226.0,200.42857142857142,False
2025-08-03,221.0,202.14285714285714,False
2025-08-04,196.0,206.0,False
2025-08-05,176.0,205.85714285714286,False
2025-08-06,183.0,210.85714285714286,False
2025-08-07,208.0,214.0,False
2025-08-08,231.0,216.28571428571428,False
2025-08-09,261.0,214.0,False
2025-08-10,243.0,213.71428571428572,False
2025-08-11,212.0,210.0,False
2025-08-12,160.0,204.14285714285714,False
2025-08-13,181.0,197.71428571428572,False
2025-08-14,182.0,194.14285714285714,False
2025-08-15,190.0,188.85714285714286,False
2025-08-16,216.0,189.57142857142858,False
2025-08-17,218.0,188.28571428571428,False
2025-08-18,175.0,186.85714285714286,False
2025-08-19,165.0,189.71428571428572,False
2025-08-20,172.0,191.28571428571428,False
2025-08-21,172.0,193.57142857142858,False
2025-08-22,210.0,191.57142857142858,False
2025-08-23,227.0,196.28571428571428,False
2025-08-24,234.0,194.0,False
2025-08-25,161.0,195.57142857142858,False
2025-08-26,198.0,199.71428571428572,False
2025-08-27,156.0,200.14285714285714,False
2025-08-28,183.0,193.57142857142858,False
