dia,n,media_movel_7d
2022-06-27,158,173.0
2022-06-28,131,169.42857142857142
2022-06-29,147,167.0
2022-06-30,146,163.14285714285714
2022-07-01,190,162.0
2022-07-02,211,169.0
2022-07-03,207,170.0
2022-07-04,162,170.57142857142858
2022-07-05,152,173.57142857142858
2022-07-06,161,175.57142857142858
2022-07-07,156,177.0
2022-07-08,210,179.85714285714286
2022-07-09,222,181.42857142857142
2022-07-10,201,180.57142857142858
2022-07-11,169,181.57142857142858
2022-07-12,145,180.57142857142858
2022-07-13,145,178.28571428571428
2022-07-14,162,179.14285714285714
2022-07-15,163,172.42857142857142
2022-07-16,204,169.85714285714286
2022-07-17,225,173.28571428571428
2022-07-18,150,170.57142857142858
2022-07-19,139,169.71428571428572
2022-07-20,170,173.28571428571428
2022-07-21,164,173.57142857142858
2022-07-22,235,183.85714285714286
2022-07-23,199,183.14285714285714
2022-07-24,260,188.14285714285714
2022-07-25,174,191.57142857142858
2022-07-26,144,192.28571428571428
2022-07-27,166,191.71428571428572
2022-07-28,145,189.0
2022-07-29,201,184.14285714285714
2022-07-30,201,184.42857142857142
2022-07-31,226,179.57142857142858
2022-08-01,165,178.28571428571428
2022-08-02,145,178.42857142857142
2022-08-03,175,179.71428571428572
2022-08-04,185,185.42857142857142
2022-08-05,198,185.0
2022-08-06,229,189.0
2022-08-07,204,185.85714285714286
2022-08-08,184,188.57142857142858
2022-08-09,154,189.85714285714286
2022-08-10,161,187.85714285714286
2022-08-11,171,185.85714285714286
2022-08-12,205,186.85714285714286
2022-08-13,221,185.71428571428572
2022-08-14,234,190.0
2022-08-15,179,189.28571428571428
2022-08-16,168,191.28571428571428
2022-08-17,158,190.85714285714286
2022-08-18,156,188.71428571428572
2022-08-19,194,187.14285714285714
2022-08-20,184,181.85714285714286
2022-08-21,196,176.42857142857142
2022-08-22,162,174.0
2022-08-23,156,172.28571428571428
2022-08-24,145,170.42857142857142
2022-08-25,156,170.42857142857142
2022-08-26,215,173.42857142857142
2022-08-27,196,175.14285714285714
2022-08-28,216,178.0
2022-08-29,185,181.28571428571428
2022-08-30,154,181.0
2022-08-31,159,183.0
2022-09-01,144,181.28571428571428
2022-09-02,203,179.57142857142858
2022-09-03,221,183.14285714285714
2022-09-04,230,185.14285714285714
2022-09-05,169,182.85714285714286
2022-09-06,179,186.42857142857142
2022-09-07,161,186.71428571428572
2022-09-08,165,189.71428571428572
2022-09-09,181,186.57142857142858
2022-09-10,231,188.0
2022-09-11,213,185.57142857142858
2022-09-12,163,184.71428571428572
2022-09-13,151,180.71428571428572
2022-09-14,162,180.85714285714286
2022-09-15,164,180.71428571428572
2022-09-16,224,186.85714285714286
2022-09-17,239,188.0
2022-09-18,238,191.57142857142858
2022-09-19,151,189.85714285714286
2022-09-20,155,190.42857142857142
2022-09-21,162,190.42857142857142
2022-09-22,184,193.28571428571428
2022-09-23,178,186.71428571428572
2022-09-24,206,182.0
2022-09-25,224,180.0
2022-09-26,188,185.28571428571428
2022-09-27,170,187.42857142857142
2022-09-28,149,185.57142857142858
2022-09-29,150,180.71428571428572
2022-09-30,177,180.57142857142858
2022-10-01,202,180.0
2022-10-02,202,176.85714285714286
2022-10-03,169,174.14285714285714
2022-10-04,140,169.85714285714286
2022-10-05,149,169.85714285714286
2022-10-06,172,173.0
2022-10-07,230,180.57142857142858
2022-10-08,226,184.0
2022-10-09,225,187.28571428571428
2022-10-10,170,187.42857142857142
2022-10-11,161,190.42857142857142
2022-10-12,161,192.14285714285714
2022-10-13,145,188.28571428571428
2022-10-14,191,182.71428571428572
2022-10-15,204,179.57142857142858
2022-10-16,239,181.57142857142858
2022-10-17,149,178.57142857142858
2022-10-18,133,174.57142857142858
2022-10-19,160,174.42857142857142
2022-10-20,177,179.0
2022-10-21,217,182.71428571428572
2022-10-22,211,183.71428571428572
2022-10-23,246,184.71428571428572
2022-10-24,185,189.85714285714286
2022-10-25,157,193.28571428571428
2022-10-26,145,191.14285714285714
2022-10-27,154,187.85714285714286
2022-10-28,195,184.71428571428572
2022-10-29,239,188.71428571428572
2022-10-30,256,190.14285714285714
2022-10-31,182,189.71428571428572
2022-11-01,117,184.0
2022-11-02,115,179.71428571428572
2022-11-03,150,179.14285714285714
2022-11-04,201,180.0
2022-11-05,183,172.0
2022-11-06,176,160.57142857142858
2022-11-07,164,158.0
2022-11-08,149,162.57142857142858
2022-11-09,161,169.14285714285714
2022-11-10,143,168.14285714285714
2022-11-11,216,170.28571428571428
2022-11-12,226,176.42857142857142
2022-11-13,238,185.28571428571428
2022-11-14,193,189.42857142857142
2022-11-15,207,197.71428571428572
2022-11-16,173,199.42857142857142
2022-11-17,153,200.85714285714286
2022-11-18,216,200.85714285714286
2022-11-19,184,194.85714285714286
2022-11-20,159,183.57142857142858
2022-11-21,148,177.14285714285714
2022-11-22,139,167.42857142857142
2022-11-23,136,162.14285714285714
2022-11-24,149,161.57142857142858
2022-11-25,183,156.85714285714286
2022-11-26,219,161.85714285714286
2022-11-27,218,170.28571428571428
2022-11-28,188,176.0
2022-11-29,177,181.42857142857142
2022-11-30,148,183.14285714285714
2022-12-01,136,181.28571428571428
2022-12-02,233,188.42857142857142
2022-12-03,237,191.0
2022-12-04,184,186.14285714285714
2022-12-05,173,184.0
2022-12-06,161,181.71428571428572
2022-12-07,173,185.28571428571428
2022-12-08,173,190.57142857142858
2022-12-09,194,185.0
2022-12-10,212,181.42857142857142
2022-12-11,215,185.85714285714286
2022-12-12,168,185.14285714285714
2022-12-13,152,183.85714285714286
2022-12-14,142,179.42857142857142
2022-12-15,172,179.28571428571428
2022-12-16,190,178.71428571428572
2022-12-17,259,185.42857142857142
2022-12-18,221,186.28571428571428
2022-12-19,165,185.85714285714286
2022-12-20,187,190.85714285714286
2022-12-21,194,198.28571428571428
2022-12-22,197,201.85714285714286
2022-12-23,261,212.0
2022-12-24,197,203.14285714285714
2022-12-25,204,200.71428571428572
2022-12-26,198,205.42857142857142
2022-12-27,176,203.85714285714286
2022-12-28,146,197.0
2022-12-29,171,193.28571428571428
2022-12-30,179,181.57142857142858
2022-12-31,168,177.42857142857142
2023-01-01,207,177.85714285714286
2023-01-02,188,176.42857142857142
2023-01-03,173,176.0
2023-01-04,168,179.14285714285714
2023-01-05,148,175.85714285714286
2023-01-06,147,171.28571428571428
2023-01-07,186,173.85714285714286
2023-01-08,207,173.85714285714286
2023-01-09,189,174.0
2023-01-10,126,167.28571428571428
2023-01-11,139,163.14285714285714
2023-01-12,162,165.14285714285714
2023-01-13,190,171.28571428571428
2023-01-14,189,171.71428571428572
2023-01-15,205,171.42857142857142
2023-01-16,160,167.28571428571428
2023-01-17,150,170.71428571428572
2023-01-18,132,169.71428571428572
2023-01-19,156,168.85714285714286
2023-01-20,203,170.71428571428572
2023-01-21,183,169.85714285714286
2023-01-22,181,166.42857142857142
2023-01-23,141,163.71428571428572
2023-01-24,126,160.28571428571428
2023-01-25,153,163.28571428571428
2023-01-26,162,164.14285714285714
2023-01-27,170,159.42857142857142
2023-01-28,198,161.57142857142858
2023-01-29,206,165.14285714285714
2023-01-30,160,167.85714285714286
2023-01-31,149,171.14285714285714
2023-02-01,115,165.71428571428572
2023-02-02,162,165.71428571428572
2023-02-03,177,166.71428571428572
2023-02-04,226,170.71428571428572
2023-02-05,190,168.42857142857142
2023-02-06,169,169.71428571428572
2023-02-07,139,168.28571428571428
2023-02-08,145,172.57142857142858
2023-02-09,157,171.85714285714286
2023-02-10,173,171.28571428571428
2023-02-11,218,170.14285714285714
2023-02-12,209,172.85714285714286
2023-02-13,172,173.28571428571428
2023-02-14,140,173.42857142857142
2023-02-15,150,174.14285714285714
2023-02-16,155,173.85714285714286
2023-02-17,200,177.71428571428572
2023-02-18,233,179.85714285714286
2023-02-19,220,181.42857142857142
2023-02-20,150,178.28571428571428
2023-02-21,135,177.57142857142858
2023-02-22,175,181.14285714285714
2023-02-23,135,178.28571428571428
2023-02-24,153,171.57142857142858
2023-02-25,141,158.42857142857142
2023-02-26,185,153.42857142857142
2023-02-27,154,154.0
2023-02-28,173,159.42857142857142
2023-03-01,129,152.85714285714286
2023-03-02,170,157.85714285714286
2023-03-03,194,163.71428571428572
2023-03-04,205,172.85714285714286
2023-03-05,210,176.42857142857142
2023-03-06,160,177.28571428571428
2023-03-07,160,175.42857142857142
2023-03-08,161,180.0
2023-03-09,171,180.14285714285714
2023-03-10,191,179.71428571428572
2023-03-11,203,179.42857142857142
2023-03-12,230,182.28571428571428
2023-03-13,168,183.42857142857142
2023-03-14,153,182.42857142857142
2023-03-15,173,184.14285714285714
2023-03-16,157,182.14285714285714
2023-03-17,195,182.71428571428572
2023-03-18,226,186.0
2023-03-19,217,184.14285714285714
2023-03-20,199,188.57142857142858
2023-03-21,165,190.28571428571428
2023-03-22,168,189.57142857142858
2023-03-23,153,189.0
2023-03-24,181,187.0
2023-03-25,205,184.0
2023-03-26,205,182.28571428571428
2023-03-27,180,179.57142857142858
2023-03-28,156,178.28571428571428
2023-03-29,151,175.85714285714286
2023-03-30,154,176.0
2023-03-31,206,179.57142857142858
2023-04-01,220,181.71428571428572
2023-04-02,213,182.85714285714286
2023-04-03,153,179.0
2023-04-04,152,178.42857142857142
2023-04-05,166,180.57142857142858
2023-04-06,209,188.42857142857142
2023-04-07,217,190.0
2023-04-08,173,183.28571428571428
2023-04-09,220,184.28571428571428
2023-04-10,194,190.14285714285714
2023-04-11,145,189.14285714285714
2023-04-12,150,186.85714285714286
